,ID,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,GENDERIndex,GENDERclassVec,STATUSIndex,STATUSclassVec,HOMEOWNERIndex,HOMEOWNERclassVec,features,rawPrediction,probability,prediction,predictedLabel
63,214,M,M,2,78554,N,17,5590,23,1397,139,3,4,19,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,214.0,2.0,78554.0,17.0,5590.0,23.0,1397.0,139.0,3.0,4.0,19.0,0.0]","[14.650985725607178,0.0,5.349014274392819]","[0.7325492862803591,0.0,0.267450713719641]",0.0,High
64,216,M,M,0,60101,Y,64,27702,124,13851,1385,31,4,9,1385,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,216.0,0.0,60101.0,64.0,27702.0,124.0,13851.0,1385.0,31.0,4.0,9.0,1385.0]","[4.012892605240826,14.795225080197042,1.1918823145621293]","[0.20064463026204135,0.7397612540098523,0.05959411572810648]",1.0,Low
65,220,F,M,2,88427,N,14,22462,43,11231,1123,10,5,7,1123,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,220.0,2.0,88427.0,14.0,22462.0,43.0,11231.0,1123.0,10.0,5.0,7.0,1123.0]","[1.3988507994672148,18.14652319558833,0.4546260049444533]","[0.06994253997336074,0.9073261597794164,0.022731300247222665]",1.0,Low
66,221,F,M,2,98003,Y,26,1030,83,257,25,12,5,11,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,221.0,2.0,98003.0,26.0,1030.0,83.0,257.0,25.0,12.0,5.0,11.0,0.0]","[2.613971515209504,0.0,17.386028484790497]","[0.13069857576047522,0.0,0.8693014242395248]",2.0,Medium
67,223,F,S,0,74530,N,63,20892,106,10446,1044,26,1,8,1044,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,223.0,0.0,74530.0,63.0,20892.0,106.0,10446.0,1044.0,26.0,1.0,8.0,1044.0]","[3.262614474799907,15.309861243566807,1.4275242816332845]","[0.16313072373999535,0.7654930621783403,0.07137621408166422]",1.0,Low
68,225,F,M,2,76289,N,48,22202,82,11101,1110,20,4,10,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,225.0,2.0,76289.0,48.0,22202.0,82.0,11101.0,1110.0,20.0,4.0,10.0,0.0]","[15.71680493650534,2.3296656792500308,1.9535293842446286]","[0.785840246825267,0.11648328396250154,0.09767646921223143]",0.0,High
69,227,F,D,1,9309,Y,24,40004,99,20002,2000,24,1,10,2000,0.0,"(1,[0],[1.0])",2.0,"(2,[],[])",1.0,"(1,[],[])","[1.0,0.0,0.0,0.0,227.0,1.0,9309.0,24.0,40004.0,99.0,20002.0,2000.0,24.0,1.0,10.0,2000.0]","[2.3303851156618203,16.849963293221396,0.8196515911167807]","[0.11651925578309104,0.84249816466107,0.04098257955583904]",1.0,Low
70,229,F,S,0,32962,N,19,27002,154,13501,1350,38,5,9,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,229.0,0.0,32962.0,19.0,27002.0,154.0,13501.0,1350.0,38.0,5.0,9.0,0.0]","[15.375456125315537,2.000147497109341,2.6243963775751213]","[0.7687728062657768,0.10000737485546704,0.13121981887875606]",0.0,High
71,231,F,S,2,33330,N,21,33003,35,16501,1650,8,1,9,1650,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,231.0,2.0,33330.0,21.0,33003.0,35.0,16501.0,1650.0,8.0,1.0,9.0,1650.0]","[2.3303851156618203,16.193441554090963,1.476173330247215]","[0.11651925578309104,0.8096720777045483,0.07380866651236077]",1.0,Low
72,237,F,M,2,98217,N,45,29492,13,14746,1474,3,1,10,1474,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,237.0,2.0,98217.0,45.0,29492.0,13.0,14746.0,1474.0,3.0,1.0,10.0,1474.0]","[1.4420494797725427,16.596731295099627,1.9612192251278282]","[0.07210247398862715,0.8298365647549815,0.09806096125639142]",1.0,Low
73,239,F,M,2,41876,Y,44,6780,132,1695,169,19,1,16,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,239.0,2.0,41876.0,44.0,6780.0,132.0,1695.0,169.0,19.0,1.0,16.0,0.0]","[14.96074498648929,0.0,5.039255013510709]","[0.7480372493244645,0.0,0.2519627506755354]",0.0,High
74,244,M,M,0,96681,Y,20,7000,40,1750,175,6,4,18,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,244.0,0.0,96681.0,20.0,7000.0,40.0,1750.0,175.0,6.0,4.0,18.0,0.0]","[15.246488261512928,0.0,4.753511738487068]","[0.7623244130756466,0.0,0.23767558692435348]",0.0,High
75,247,M,S,0,84479,N,30,7000,43,1750,175,6,2,12,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,247.0,0.0,84479.0,30.0,7000.0,43.0,1750.0,175.0,6.0,2.0,12.0,0.0]","[3.73813349423518,0.0,16.26186650576482]","[0.18690667471175898,0.0,0.8130933252882411]",2.0,Medium
76,248,F,M,2,64977,N,38,28112,17,14056,1405,4,5,6,1405,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,248.0,2.0,64977.0,38.0,28112.0,17.0,14056.0,1405.0,4.0,5.0,6.0,1405.0]","[1.7625954797844008,17.723981818719757,0.5134227014958432]","[0.08812977398922002,0.8861990909359877,0.025671135074792156]",1.0,Low
77,249,F,M,0,77994,N,51,12401,89,6200,620,22,3,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,249.0,0.0,77994.0,51.0,12401.0,89.0,6200.0,620.0,22.0,3.0,8.0,0.0]","[13.252787519453795,3.849774914602563,2.897437565943644]","[0.6626393759726896,0.1924887457301281,0.14487187829718218]",0.0,High
78,250,M,M,2,90103,N,35,12231,45,6115,611,11,5,10,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,250.0,2.0,90103.0,35.0,12231.0,45.0,6115.0,611.0,11.0,5.0,10.0,0.0]","[15.447135299640612,1.7376258782550058,2.8152388221043827]","[0.7723567649820307,0.08688129391275029,0.14076194110521914]",0.0,High
79,252,M,M,2,5265,N,53,2330,23,582,58,3,1,17,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,252.0,2.0,5265.0,53.0,2330.0,23.0,582.0,58.0,3.0,1.0,17.0,0.0]","[14.998333112125142,0.0,5.001666887874856]","[0.7499166556062572,0.0,0.2500833443937428]",0.0,High
80,253,M,S,1,84978,N,22,5030,76,1257,125,11,5,15,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,253.0,1.0,84978.0,22.0,5030.0,76.0,1257.0,125.0,11.0,5.0,15.0,0.0]","[9.248250827472878,0.0,10.751749172527122]","[0.4624125413736439,0.0,0.537587458626356]",2.0,Medium
81,257,F,S,0,433,N,61,3300,40,825,82,6,3,17,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,257.0,0.0,433.0,61.0,3300.0,40.0,825.0,82.0,6.0,3.0,17.0,0.0]","[16.123072032235257,0.0,3.8769279677647437]","[0.8061536016117629,0.0,0.1938463983882372]",0.0,High
82,260,F,M,0,2031,N,20,21642,87,10821,1082,21,4,8,1082,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,260.0,0.0,2031.0,20.0,21642.0,87.0,10821.0,1082.0,21.0,4.0,8.0,1082.0]","[2.6698814164978435,15.5001189626696,1.829999620832555]","[0.13349407082489217,0.77500594813348,0.09149998104162775]",1.0,Low
83,261,F,S,2,16938,N,55,13351,8,6675,667,2,1,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,261.0,2.0,16938.0,55.0,13351.0,8.0,6675.0,667.0,2.0,1.0,7.0,0.0]","[15.796839174214265,3.117031822055961,1.0861290037297775]","[0.789841958710713,0.15585159110279803,0.054306450186488865]",0.0,High
84,262,F,M,0,55221,N,42,490,15,122,12,2,4,18,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,262.0,0.0,55221.0,42.0,490.0,15.0,122.0,12.0,2.0,4.0,18.0,0.0]","[13.688998647360068,0.0,6.311001352639931]","[0.6844499323680033,0.0,0.31555006763199656]",0.0,High
85,267,M,S,2,72084,N,56,29112,9,14556,1455,2,4,8,1455,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,267.0,2.0,72084.0,56.0,29112.0,9.0,14556.0,1455.0,2.0,4.0,8.0,1455.0]","[1.6331146030360777,17.75698177762753,0.6099036193363933]","[0.08165573015180388,0.8878490888813765,0.030495180966819663]",1.0,Low
86,275,M,S,0,90478,N,55,18021,136,9010,901,34,2,10,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,275.0,0.0,90478.0,55.0,18021.0,136.0,9010.0,901.0,34.0,2.0,10.0,0.0]","[15.363353343861798,3.079734784152181,1.5569118719860222]","[0.7681676671930899,0.15398673920760905,0.07784559359930111]",0.0,High
87,277,F,S,1,37000,N,24,23562,206,11781,1178,51,5,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,277.0,1.0,37000.0,24.0,23562.0,206.0,11781.0,1178.0,51.0,5.0,7.0,0.0]","[16.557203797260645,1.8832856733137633,1.559510529425589]","[0.8278601898630322,0.09416428366568816,0.07797552647127945]",0.0,High
88,278,M,M,2,29616,N,49,29782,45,14891,1489,11,1,10,1489,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,278.0,2.0,29616.0,49.0,29782.0,45.0,14891.0,1489.0,11.0,1.0,10.0,1489.0]","[2.0587620019334434,17.386351170985463,0.5548868270810897]","[0.10293810009667217,0.8693175585492732,0.027744341354054486]",1.0,Low
89,281,F,M,2,52004,N,25,5030,23,1257,125,3,1,11,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,281.0,2.0,52004.0,25.0,5030.0,23.0,1257.0,125.0,3.0,1.0,11.0,0.0]","[3.440947373580307,0.00980392156862745,16.549248704851067]","[0.17204736867901535,0.0004901960784313725,0.8274624352425534]",2.0,Medium
90,283,M,M,0,75004,N,65,26522,32,13261,1326,8,3,8,1326,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,283.0,0.0,75004.0,65.0,26522.0,32.0,13261.0,1326.0,8.0,3.0,8.0,1326.0]","[3.3316789211836433,15.71757774021442,0.9507433386019354]","[0.1665839460591822,0.7858788870107212,0.047537166930096776]",1.0,Low
91,287,F,M,2,47902,N,26,17441,49,8720,872,12,4,7,872,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,287.0,2.0,47902.0,26.0,17441.0,49.0,8720.0,872.0,12.0,4.0,7.0,872.0]","[1.7371592571786576,17.863685770240128,0.39915497258121513]","[0.08685796285893288,0.8931842885120064,0.019957748629060756]",1.0,Low
92,299,F,M,1,57063,Y,52,16791,81,8395,839,20,5,5,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,299.0,1.0,57063.0,52.0,16791.0,81.0,8395.0,839.0,20.0,5.0,5.0,0.0]","[15.589557095415524,2.886090118535817,1.5243527860486568]","[0.7794778547707764,0.14430450592679087,0.07621763930243285]",0.0,High
93,301,F,S,1,7737,N,43,11051,50,5525,552,12,2,10,552,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,301.0,1.0,7737.0,43.0,11051.0,50.0,5525.0,552.0,12.0,2.0,10.0,552.0]","[2.566779012357393,16.66951242614415,0.7637085614984587]","[0.12833895061786965,0.8334756213072074,0.038185428074922936]",1.0,Low
94,306,F,S,2,9559,N,51,18311,59,9155,915,14,1,5,915,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,306.0,2.0,9559.0,51.0,18311.0,59.0,9155.0,915.0,14.0,1.0,5.0,915.0]","[2.1686593933556106,17.514800821547805,0.3165397850965843]","[0.10843296966778053,0.8757400410773902,0.015826989254829216]",1.0,Low
95,307,F,M,2,42031,N,51,20452,39,10226,1022,9,1,6,1022,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,307.0,2.0,42031.0,51.0,20452.0,39.0,10226.0,1022.0,9.0,1.0,6.0,1022.0]","[2.1686593933556106,16.758671477918462,1.072669128725928]","[0.10843296966778053,0.837933573895923,0.0536334564362964]",1.0,Low
96,313,F,S,2,66182,Y,62,11701,47,5850,585,11,3,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,313.0,2.0,66182.0,62.0,11701.0,47.0,5850.0,585.0,11.0,3.0,7.0,0.0]","[15.876290772678242,2.5230011042506844,1.6007081230710756]","[0.7938145386339119,0.1261500552125342,0.08003540615355377]",0.0,High
97,326,M,S,2,43634,N,22,29442,104,14721,1472,26,1,5,1472,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,326.0,2.0,43634.0,22.0,29442.0,104.0,14721.0,1472.0,26.0,1.0,5.0,1472.0]","[1.390338895787274,16.16589525090565,2.4437658533070774]","[0.0695169447893637,0.8082947625452824,0.12218829266535387]",1.0,Low
98,328,M,S,1,92647,N,56,16041,10,8020,802,2,3,9,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,328.0,1.0,92647.0,56.0,16041.0,10.0,8020.0,802.0,2.0,3.0,9.0,0.0]","[16.035288876865526,2.4991375767308655,1.4655735464036073]","[0.8017644438432763,0.12495687883654327,0.07327867732018037]",0.0,High
99,338,F,S,2,2842,N,46,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","(16,[0,2,3,4,5,6,7],[1.0,1.0,1.0,338.0,2.0,2842.0,46.0])","[20.0,0.0,0.0]","[1.0,0.0,0.0]",0.0,High
100,340,M,M,0,47870,Y,27,2000,12,500,50,1,4,17,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,340.0,0.0,47870.0,27.0,2000.0,12.0,500.0,50.0,1.0,4.0,17.0,0.0]","[13.944562607267681,0.0,6.055437392732317]","[0.697228130363384,0.0,0.30277186963661584]",0.0,High
101,342,F,S,0,7325,N,37,28522,161,14261,1426,40,3,9,1426,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,342.0,0.0,7325.0,37.0,28522.0,161.0,14261.0,1426.0,40.0,3.0,9.0,1426.0]","[3.629911558021341,15.276416799978223,1.0936716420004344]","[0.18149557790106707,0.7638208399989113,0.05468358210002173]",1.0,Low
102,343,M,M,2,28766,N,47,6110,58,1527,152,8,1,19,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,343.0,2.0,28766.0,47.0,6110.0,58.0,1527.0,152.0,8.0,1.0,19.0,0.0]","[15.997437111600334,0.0,4.002562888399664]","[0.7998718555800167,0.0,0.20012814441998322]",0.0,High
103,347,M,M,2,1406,Y,19,11551,15,5775,577,3,3,6,577,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,347.0,2.0,1406.0,19.0,11551.0,15.0,5775.0,577.0,3.0,3.0,6.0,577.0]","[1.7651125814227828,17.53906835965169,0.6958190589255264]","[0.08825562907113914,0.8769534179825845,0.03479095294627632]",1.0,Low
104,352,M,M,1,63437,N,64,680,10,170,17,1,1,18,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,352.0,1.0,63437.0,64.0,680.0,10.0,170.0,17.0,1.0,1.0,18.0,0.0]","[14.043317062768116,0.0,5.956682937231882]","[0.7021658531384058,0.0,0.2978341468615941]",0.0,High
105,355,F,M,2,55860,Y,15,16011,10,8005,800,2,3,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,355.0,2.0,55860.0,15.0,16011.0,10.0,8005.0,800.0,2.0,3.0,7.0,0.0]","[17.00319179976157,2.042199777687803,0.9546084225506233]","[0.8501595899880786,0.10210998888439017,0.047730421127531175]",0.0,High
106,357,M,M,2,57360,Y,53,10361,57,5180,518,14,3,10,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,357.0,2.0,57360.0,53.0,10361.0,57.0,5180.0,518.0,14.0,3.0,10.0,0.0]","[16.000542083017407,2.3296656792500308,1.6697922377325627]","[0.8000271041508704,0.11648328396250154,0.08348961188662814]",0.0,High
107,360,F,M,2,17888,N,43,29412,332,14706,1470,83,3,5,1470,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,360.0,2.0,17888.0,43.0,29412.0,332.0,14706.0,1470.0,83.0,3.0,5.0,1470.0]","[1.9302789810149041,16.212133731449008,1.8575872875360884]","[0.0965139490507452,0.8106066865724504,0.09287936437680441]",1.0,Low
108,361,F,S,1,12526,N,54,11721,28,5860,586,7,1,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,361.0,1.0,12526.0,54.0,11721.0,28.0,5860.0,586.0,7.0,1.0,7.0,0.0]","[15.709777146191545,2.242031822055961,2.0481910317524936]","[0.7854888573095773,0.11210159110279805,0.10240955158762469]",0.0,High
109,364,M,M,1,3933,N,18,9750,47,2437,243,7,5,15,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,364.0,1.0,3933.0,18.0,9750.0,47.0,2437.0,243.0,7.0,5.0,15.0,0.0]","[12.732715420620629,0.0,7.267284579379371]","[0.6366357710310314,0.0,0.3633642289689686]",0.0,High
110,370,F,S,0,30763,Y,14,21322,35,10661,1066,8,5,5,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,370.0,0.0,30763.0,14.0,21322.0,35.0,10661.0,1066.0,8.0,5.0,5.0,0.0]","[15.64108252497656,2.4883157728313154,1.8706017021921197]","[0.7820541262488283,0.12441578864156581,0.09353008510960602]",0.0,High
111,374,F,M,2,7776,N,36,25872,68,12936,1293,17,2,10,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,374.0,2.0,7776.0,36.0,25872.0,68.0,12936.0,1293.0,17.0,2.0,10.0,0.0]","[16.65889171886772,2.0053979729915006,1.3357103081407775]","[0.832944585943386,0.10026989864957503,0.06678551540703888]",0.0,High
112,375,M,M,1,2067,N,48,15251,70,7625,762,17,3,8,762,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,375.0,1.0,2067.0,48.0,15251.0,70.0,7625.0,762.0,17.0,3.0,8.0,762.0]","[2.4091305967534717,17.258026992123504,0.3328424111230226]","[0.1204565298376736,0.8629013496061754,0.016642120556151132]",1.0,Low
113,381,F,M,2,21419,N,60,26392,103,13196,1319,25,4,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,381.0,2.0,21419.0,60.0,26392.0,103.0,13196.0,1319.0,25.0,4.0,7.0,0.0]","[16.908598120291796,2.1374019077104394,0.9539999719977638]","[0.8454299060145898,0.10687009538552197,0.04769999859988819]",0.0,High
114,382,F,M,2,30665,Y,23,5830,63,1457,145,9,1,14,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,382.0,2.0,30665.0,23.0,5830.0,63.0,1457.0,145.0,9.0,1.0,14.0,0.0]","[3.593827580875504,0.00980392156862745,16.39636849755587]","[0.1796913790437752,0.0004901960784313725,0.8198184248777934]",2.0,Medium
115,387,F,M,1,98680,Y,46,17581,8,8790,879,2,5,10,879,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,387.0,1.0,98680.0,46.0,17581.0,8.0,8790.0,879.0,2.0,5.0,10.0,879.0]","[1.9292968263137433,16.87838030361688,1.192322870069375]","[0.09646484131568718,0.8439190151808441,0.05961614350346876]",1.0,Low
116,389,F,M,1,95620,Y,47,10911,93,5455,545,23,3,6,545,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,389.0,1.0,95620.0,47.0,10911.0,93.0,5455.0,545.0,23.0,3.0,6.0,545.0]","[1.555070700592781,17.667815052435373,0.7771142469718496]","[0.07775353502963904,0.8833907526217685,0.038855712348592475]",1.0,Low
117,391,F,M,1,66921,Y,46,15701,8,7850,785,2,5,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,391.0,1.0,66921.0,46.0,15701.0,8.0,7850.0,785.0,2.0,5.0,9.0,0.0]","[16.594980998785395,1.9070977757358405,1.4979212254787586]","[0.8297490499392699,0.09535488878679205,0.07489606127393794]",0.0,High
118,393,F,M,2,94026,Y,28,25002,10,12501,1250,2,5,9,1250,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,393.0,2.0,94026.0,28.0,25002.0,10.0,12501.0,1250.0,2.0,5.0,9.0,1250.0]","[1.294806145324635,18.177441976632505,0.527751878042861]","[0.06474030726623174,0.9088720988316252,0.02638759390214305]",1.0,Low
119,395,M,M,0,66666,N,45,3930,26,982,98,3,5,19,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,395.0,0.0,66666.0,45.0,3930.0,26.0,982.0,98.0,3.0,5.0,19.0,0.0]","[16.711048222711444,0.0,3.288951777288553]","[0.8355524111355723,0.0,0.16444758886442767]",0.0,High
120,397,F,M,2,63234,Y,52,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","(16,[0,1,4,5,6,7],[1.0,1.0,397.0,2.0,63234.0,52.0])","[19.98181818181818,0.0,0.01818181818181818]","[0.999090909090909,0.0,0.0009090909090909091]",0.0,High
121,400,F,S,1,70000,N,56,22822,63,11411,1141,15,1,9,1141,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,400.0,1.0,70000.0,56.0,22822.0,63.0,11411.0,1141.0,15.0,1.0,9.0,1141.0]","[1.4831787721411982,18.121193483463465,0.3956277443953359]","[0.07415893860705991,0.9060596741731732,0.019781387219766793]",1.0,Low
122,401,M,M,1,47371,Y,55,4980,258,1245,124,38,3,14,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,401.0,1.0,47371.0,55.0,4980.0,258.0,1245.0,124.0,38.0,3.0,14.0,0.0]","[2.419780486204774,0.00980392156862745,17.5704155922266]","[0.1209890243102387,0.0004901960784313725,0.8785207796113299]",2.0,Medium
123,402,F,M,2,52957,Y,40,25792,125,12896,1289,31,4,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,402.0,2.0,52957.0,40.0,25792.0,125.0,12896.0,1289.0,31.0,4.0,7.0,0.0]","[16.54131648996081,2.3514200992567207,1.1072634107824655]","[0.8270658244980407,0.11757100496283605,0.055363170539123284]",0.0,High
124,405,F,M,2,85394,Y,20,19281,14,9640,964,3,2,5,964,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,405.0,2.0,85394.0,20.0,19281.0,14.0,9640.0,964.0,3.0,2.0,5.0,964.0]","[2.1302406879321927,16.362510632279623,1.5072486797881868]","[0.10651203439660961,0.8181255316139809,0.07536243398940932]",1.0,Low
125,406,F,S,0,2121,N,40,2020,36,505,50,5,3,10,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,406.0,0.0,2121.0,40.0,2020.0,36.0,505.0,50.0,5.0,3.0,10.0,0.0]","[3.797675501562827,0.00980392156862745,16.192520576868546]","[0.18988377507814136,0.0004901960784313725,0.8096260288434273]",2.0,Medium
126,407,F,M,2,63566,Y,56,7940,65,1985,198,9,3,19,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,407.0,2.0,63566.0,56.0,7940.0,65.0,1985.0,198.0,9.0,3.0,19.0,0.0]","[16.41695277890478,0.0,3.5830472210952213]","[0.8208476389452389,0.0,0.17915236105476107]",0.0,High
